Instruction;Arg1;Arg2;Arg3;Arg4;Op1;Op2;Op3;Op4;Legacy;REX/VEX;Opcode;ModR/M;Disp;Imm;64-bits Mode;Legacy Mode;Special;Grammar;AT&T;Family;Annotate;Description;Notes;
BTS;imm8;m64/r64;;;imm8;ModRM:r/m (r, w);;;;REX.W;0F BA;/5;;ib;Valid;N.E.;8086;;BTS;BT;NA;Store selected bit in CF flag and set.;;
CALL;ptr16:32;;;;Offset;;;;;;9A;;cp;;Invalid;Valid;8086;;CALL;CALL;CALL;Call far, absolute, address given in operand.;;
CALL;ptr16:16;;;;Offset;;;;;;9A;;cd;;Invalid;Valid;8086;;CALL;CALL;CALL;Call far, absolute, address given in operand.;;
CALL;rel16;;;;Offset;;;;;;E8;;cw;;N.S.;Valid;8086;;CALL;CALL;CALL;Call near, relative, displacement relative to next instruction.;;
CALL;rel32;;;;Offset;;;;;;E8;;cd;;Valid;Valid;8086;;CALL;CALL;CALL;Call near, relative, displacement relative to next instruction. 32-bit displacement sign extended to 64-bits in 64-bit mode.;;
CALL;m16:32;;;;ModRM:r/m (r);;;;;REX.W0;FF;/3;;;Valid;Valid;8086;;CALL;CALL;CALL;In 64-bit mode: If selector points to a gate, then RIP = 64-bit displacement taken from gate else RIP = zero extended 32-bit offset from far pointer referenced in the instruction.;;
CALL;m16:64;;;;ModRM:r/m (r);;;;;REX.W;FF;/3;;;Valid;N.E.;8086;;CALL;CALL;CALL;In 64-bit mode: If selector points to a gate, then RIP = 64-bit displacement taken from gate else RIP = 64-bit offset from far pointer referenced in the instruction.;;
CALL;m16:16;;;;ModRM:r/m (r);;;;;REX.W0;FF;/3;;;Valid;Valid;8086;;CALL;CALL;CALL;Call far, absolute indirect address given in m16:16. In 32-bit mode: if selector points to a gate, then RIP = 32-bit zero extended displacement taken from gate else RIP = zero extended 16-bit offset from far pointer referenced in the instruction.;;
CALL;m32/r32;;;;ModRM:r/m (r);;;;;;FF;/2;;;N.E.;Valid;8086;;CALL;CALL;CALL;Call near, absolute indirect, address given in r/m32.;;
CALL;m64/r64;;;;ModRM:r/m (r);;;;;REX.W0;FF;/2;;;Valid;N.E.;8086;;CALL;CALL;CALL;Call near, absolute indirect, address given in r/m64.;;
CALL;m16/r16;;;;ModRM:r/m (r);;;;;;FF;/2;;;N.E.;Valid;8086;;CALL;CALL;CALL;Call near, absolute indirect, address given in r/m16.;;
CBW;;;;;;;;;;;98;;;;Valid;Valid;8086;Legacy66;CBW;CONVERT;NA;AX ← sign-extend of AL.;;
CDQ;;;;;;;;;;;99;;;;Valid;Valid;8086;;CLTD;CONVERT;NA;EDX:EAX ← sign-extend of EAX.;;
CDQE;;;;;;;;;;REX.W;98;;;;Valid;N.E.;8086;;CLTQ;CONVERT;NA;RAX ← sign-extend of EAX.;;
CLC;;;;;;;;;;;F8;;;;Valid;Valid;8086;;CLC;CLEAR;NA;Clear CF flag.;;
CLD;;;;;;;;;;;FC;;;;Valid;Valid;8086;;CLD;CLEAR;NA;Clear DF flag.;;
CLFLUSH;m8;;;;ModRM:r/m (w);;;;;;0F AE;/7;;;Valid;Valid;8086;;CLFLUSH;CLFLUSH;NA;Flushes cache line containing m8.;;
CLI;;;;;;;;;;;FA;;;;Valid;Valid;8086;;CLI;CLEAR;NA;Clear interrupt flag interrupts disabled when interrupt flag cleared.;;
CLTS;;;;;;;;;;;0F 06;;;;Valid;Valid;8086;;CLTS;CLEAR;NA;Clears TS flag in CR0.;;
CMC;;;;;;;;;;;F5;;;;Valid;Valid;8086;;CMC;CMC;NA;Complement CF flag.;;
CMOVA;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 47;/r;;;Valid;N.E.;8086;;CMOVA;CMOV;NA;Move if above (CF=0 and ZF=0).;;
CMOVA;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 47;/r;;;Valid;Valid;8086;;CMOVA;CMOV;NA;Move if above (CF=0 and ZF=0).;;
CMOVA;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 47;/r;;;Valid;Valid;8086;;CMOVA;CMOV;NA;Move if above (CF=0 and ZF=0).;;
CMOVAE;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 43;/r;;;Valid;Valid;8086;;CMOVAE;CMOV;NA;Move if above or equal (CF=0).;;
CMOVAE;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 43;/r;;;Valid;N.E.;8086;;CMOVAE;CMOV;NA;Move if above or equal (CF=0).;;
CMOVAE;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 43;/r;;;Valid;Valid;8086;;CMOVAE;CMOV;NA;Move if above or equal (CF=0).;;
CMOVB;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 42;/r;;;Valid;Valid;8086;;CMOVB;CMOV;NA;Move if below (CF=1).;;
CMOVB;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 42;/r;;;Valid;N.E.;8086;;CMOVB;CMOV;NA;Move if below (CF=1).;;
CMOVB;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 42;/r;;;Valid;Valid;8086;;CMOVB;CMOV;NA;Move if below (CF=1).;;
CMOVBE;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 46;/r;;;Valid;Valid;8086;;CMOVBE;CMOV;NA;Move if below or equal (CF=1 or ZF=1).;;
CMOVBE;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 46;/r;;;Valid;N.E.;8086;;CMOVBE;CMOV;NA;Move if below or equal (CF=1 or ZF=1).;;
CMOVBE;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 46;/r;;;Valid;Valid;8086;;CMOVBE;CMOV;NA;Move if below or equal (CF=1 or ZF=1).;;
CMOVC;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 42;/r;;;Valid;N.E.;8086;;CMOVC;CMOV;NA;Move if carry (CF=1).;;
CMOVC;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 42;/r;;;Valid;Valid;8086;;CMOVC;CMOV;NA;Move if carry (CF=1).;;
CMOVC;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 42;/r;;;Valid;Valid;8086;;CMOVC;CMOV;NA;Move if carry (CF=1).;;
CMOVE;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 44;/r;;;Valid;N.E.;8086;;CMOVE;CMOV;NA;Move if equal (ZF=1).;;
CMOVE;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 44;/r;;;Valid;Valid;8086;;CMOVE;CMOV;NA;Move if equal (ZF=1).;;
CMOVE;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 44;/r;;;Valid;Valid;8086;;CMOVE;CMOV;NA;Move if equal (ZF=1).;;
CMOVG;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 4F;/r;;;Valid;N.E.;8086;;CMOVG;CMOV;NA;Move if greater (ZF=0 and SF=OF).;;
CMOVG;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4F;/r;;;Valid;Valid;8086;;CMOVG;CMOV;NA;Move if greater (ZF=0 and SF=OF).;;
CMOVG;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4F;/r;;;Valid;Valid;8086;;CMOVG;CMOV;NA;Move if greater (ZF=0 and SF=OF).;;
CMOVGE;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 4D;/r;;;Valid;N.E.;8086;;CMOVGE;CMOV;NA;Move if greater or equal (SF=OF).;;
CMOVGE;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4D;/r;;;Valid;Valid;8086;;CMOVGE;CMOV;NA;Move if greater or equal (SF=OF).;;
CMOVGE;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4D;/r;;;Valid;Valid;8086;;CMOVGE;CMOV;NA;Move if greater or equal (SF=OF).;;
CMOVL;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 4C;/r;;;Valid;N.E.;8086;;CMOVL;CMOV;NA;Move if less (SF≠ OF).;;
CMOVL;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4C;/r;;;Valid;Valid;8086;;CMOVL;CMOV;NA;Move if less (SF≠ OF).;;
CMOVL;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4C;/r;;;Valid;Valid;8086;;CMOVL;CMOV;NA;Move if less (SF≠ OF).;;
CMOVLE;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 4E;/r;;;Valid;N.E.;8086;;CMOVLE;CMOV;NA;Move if less or equal (ZF=1 or SF≠ OF).;;
CMOVLE;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4E;/r;;;Valid;Valid;8086;;CMOVLE;CMOV;NA;Move if less or equal (ZF=1 or SF≠ OF).;;
CMOVLE;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4E;/r;;;Valid;Valid;8086;;CMOVLE;CMOV;NA;Move if less or equal (ZF=1 or SF≠ OF).;;
CMOVNA;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 46;/r;;;Valid;Valid;8086;;CMOVNA;CMOV;NA;Move if not above (CF=1 or ZF=1).;;
CMOVNA;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 46;/r;;;Valid;Valid;8086;;CMOVNA;CMOV;NA;Move if not above (CF=1 or ZF=1).;;
CMOVNA;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 46;/r;;;Valid;N.E.;8086;;CMOVNA;CMOV;NA;Move if not above (CF=1 or ZF=1).;;
CMOVNAE;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 42;/r;;;Valid;Valid;8086;;CMOVNAE;CMOV;NA;Move if not above or equal (CF=1).;;
CMOVNAE;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 42;/r;;;Valid;N.E.;8086;;CMOVNAE;CMOV;NA;Move if not above or equal (CF=1).;;
CMOVNAE;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 42;/r;;;Valid;Valid;8086;;CMOVNAE;CMOV;NA;Move if not above or equal (CF=1).;;
CMOVNB;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 43;/r;;;Valid;Valid;8086;;CMOVNB;CMOV;NA;Move if not below (CF=0).;;
CMOVNB;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 43;/r;;;Valid;N.E.;8086;;CMOVNB;CMOV;NA;Move if not below (CF=0).;;
CMOVNB;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 43;/r;;;Valid;Valid;8086;;CMOVNB;CMOV;NA;Move if not below (CF=0).;;
CMOVNBE;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 47;/r;;;Valid;N.E.;8086;;CMOVNBE;CMOV;NA;Move if not below or equal (CF=0 and ZF=0).;;
CMOVNBE;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 47;/r;;;Valid;Valid;8086;;CMOVNBE;CMOV;NA;Move if not below or equal (CF=0 and ZF=0).;;
CMOVNBE;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 47;/r;;;Valid;Valid;8086;;CMOVNBE;CMOV;NA;Move if not below or equal (CF=0 and ZF=0).;;
CMOVNC;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 43;/r;;;Valid;N.E.;8086;;CMOVNC;CMOV;NA;Move if not carry (CF=0).;;
CMOVNC;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 43;/r;;;Valid;Valid;8086;;CMOVNC;CMOV;NA;Move if not carry (CF=0).;;
CMOVNC;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 43;/r;;;Valid;Valid;8086;;CMOVNC;CMOV;NA;Move if not carry (CF=0).;;
CMOVNE;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 45;/r;;;Valid;Valid;8086;;CMOVNE;CMOV;NA;Move if not equal (ZF=0).;;
CMOVNE;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 45;/r;;;Valid;N.E.;8086;;CMOVNE;CMOV;NA;Move if not equal (ZF=0).;;
CMOVNE;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 45;/r;;;Valid;Valid;8086;;CMOVNE;CMOV;NA;Move if not equal (ZF=0).;;
CMOVNG;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 4E;/r;;;Valid;N.E.;8086;;CMOVNG;CMOV;NA;Move if not greater (ZF=1 or SF≠ OF).;;
CMOVNG;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4E;/r;;;Valid;Valid;8086;;CMOVNG;CMOV;NA;Move if not greater (ZF=1 or SF≠ OF).;;
CMOVNG;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4E;/r;;;Valid;Valid;8086;;CMOVNG;CMOV;NA;Move if not greater (ZF=1 or SF≠ OF).;;
CMOVNGE;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4C;/r;;;Valid;Valid;8086;;CMOVNGE;CMOV;NA;Move if not greater or equal (SF≠ OF).;;
CMOVNGE;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4C;/r;;;Valid;Valid;8086;;CMOVNGE;CMOV;NA;Move if not greater or equal (SF≠ OF).;;
CMOVNGE;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 4C;/r;;;Valid;N.E.;8086;;CMOVNGE;CMOV;NA;Move if not greater or equal (SF≠ OF).;;
CMOVNL;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 4D;/r;;;Valid;N.E.;8086;;CMOVNL;CMOV;NA;Move if not less (SF=OF).;;
CMOVNL;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4D;/r;;;Valid;Valid;8086;;CMOVNL;CMOV;NA;Move if not less (SF=OF).;;
CMOVNL;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4D;/r;;;Valid;Valid;8086;;CMOVNL;CMOV;NA;Move if not less (SF=OF).;;
CMOVNLE;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4F;/r;;;Valid;Valid;8086;;CMOVNLE;CMOV;NA;Move if not less or equal (ZF=0 and SF=OF).;;
CMOVNLE;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4F;/r;;;Valid;Valid;8086;;CMOVNLE;CMOV;NA;Move if not less or equal (ZF=0 and SF=OF).;;
CMOVNLE;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 4F;/r;;;Valid;N.E.;8086;;CMOVNLE;CMOV;NA;Move if not less or equal (ZF=0 and SF=OF).;;
CMOVNO;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 41;/r;;;Valid;Valid;8086;;CMOVNO;CMOV;NA;Move if not overflow (OF=0).;;
CMOVNO;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 41;/r;;;Valid;N.E.;8086;;CMOVNO;CMOV;NA;Move if not overflow (OF=0).;;
CMOVNO;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 41;/r;;;Valid;Valid;8086;;CMOVNO;CMOV;NA;Move if not overflow (OF=0).;;
CMOVNP;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 4B;/r;;;Valid;N.E.;8086;;CMOVNP;CMOV;NA;Move if not parity (PF=0).;;
CMOVNP;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4B;/r;;;Valid;Valid;8086;;CMOVNP;CMOV;NA;Move if not parity (PF=0).;;
CMOVNP;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4B;/r;;;Valid;Valid;8086;;CMOVNP;CMOV;NA;Move if not parity (PF=0).;;
CMOVNS;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 49;/r;;;Valid;Valid;8086;;CMOVNS;CMOV;NA;Move if not sign (SF=0).;;
CMOVNS;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 49;/r;;;Valid;Valid;8086;;CMOVNS;CMOV;NA;Move if not sign (SF=0).;;
CMOVNS;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 49;/r;;;Valid;N.E.;8086;;CMOVNS;CMOV;NA;Move if not sign (SF=0).;;
CMOVNZ;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 45;/r;;;Valid;Valid;8086;;CMOVNZ;CMOV;NA;Move if not zero (ZF=0).;;
CMOVNZ;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 45;/r;;;Valid;N.E.;8086;;CMOVNZ;CMOV;NA;Move if not zero (ZF=0).;;
CMOVNZ;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 45;/r;;;Valid;Valid;8086;;CMOVNZ;CMOV;NA;Move if not zero (ZF=0).;;
CMOVO;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 40;/r;;;Valid;Valid;8086;;CMOVO;CMOV;NA;Move if overflow (OF=0).;;
CMOVO;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 40;/r;;;Valid;Valid;8086;;CMOVO;CMOV;NA;Move if overflow (OF=0).;;
CMOVO;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 40;/r;;;Valid;N.E.;8086;;CMOVO;CMOV;NA;Move if overflow (OF=0).;;
CMOVP;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 4A;/r;;;Valid;N.E.;8086;;CMOVP;CMOV;NA;Move if parity (PF=1).;;
CMOVP;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4A;/r;;;Valid;Valid;8086;;CMOVP;CMOV;NA;Move if parity (PF=1).;;
CMOVP;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4A;/r;;;Valid;Valid;8086;;CMOVP;CMOV;NA;Move if parity (PF=1).;;
CMOVPE;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4A;/r;;;Valid;Valid;8086;;CMOVPE;CMOV;NA;Move if parity even (PF=1).;;
CMOVPE;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4A;/r;;;Valid;Valid;8086;;CMOVPE;CMOV;NA;Move if parity even (PF=1).;;
CMOVPE;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 4A;/r;;;Valid;N.E.;8086;;CMOVPE;CMOV;NA;Move if parity even (PF=1).;;
CMOVPO;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 4B;/r;;;Valid;N.E.;8086;;CMOVPO;CMOV;NA;Move if parity odd (PF=0).;;
CMOVPO;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4B;/r;;;Valid;Valid;8086;;CMOVPO;CMOV;NA;Move if parity odd (PF=0).;;
CMOVPO;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 4B;/r;;;Valid;Valid;8086;;CMOVPO;CMOV;NA;Move if parity odd (PF=0).;;
CMOVS;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 48;/r;;;Valid;N.E.;8086;;CMOVS;CMOV;NA;Move if sign (SF=1).;;
CMOVS;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 48;/r;;;Valid;Valid;8086;;CMOVS;CMOV;NA;Move if sign (SF=1).;;
CMOVS;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 48;/r;;;Valid;Valid;8086;;CMOVS;CMOV;NA;Move if sign (SF=1).;;
CMOVZ;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 44;/r;;;Valid;Valid;8086;;CMOVZ;CMOV;NA;Move if zero (ZF=1).;;
CMOVZ;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 44;/r;;;Valid;Valid;8086;;CMOVZ;CMOV;NA;Move if zero (ZF=1).;;
CMOVZ;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F 44;/r;;;Valid;N.E.;8086;;CMOVZ;CMOV;NA;Move if zero (ZF=1).;;
CMP;r8;m8/r8;;;ModRM:reg (r);ModRM:r/m (r, w);;;;;38;/r;;;Valid;Valid;8086;;CMP;CMP;NA;Compare r8 with r/m8.;;
CMP;r8<>[ABCD]H;m8/r8<>[ABCD]H;;;ModRM:reg (r);ModRM:r/m (r, w);;;;REX;38;/r;;;Valid;N.E.;8086;;CMP;CMP;NA;Compare r8 with r/m8.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
CMP;r16;m16/r16;;;ModRM:reg (r);ModRM:r/m (r, w);;;;REX.W0;39;/r;;;Valid;Valid;8086;;CMP;CMP;NA;Compare r16 with r/m16.;;
CMP;r64;m64/r64;;;ModRM:reg (r);ModRM:r/m (r, w);;;;REX.W;39;/r;;;Valid;N.E.;8086;;CMP;CMP;NA;Compare r64 with r/m64.;;
CMP;r32;m32/r32;;;ModRM:reg (r);ModRM:r/m (r, w);;;;REX.W0;39;/r;;;Valid;Valid;8086;;CMP;CMP;NA;Compare r32 with r/m32.;;
CMP;m8/r8;r8;;;ModRM:r/m (r);ModRM:reg (r, w);;;;;3A;/r;;;Valid;Valid;8086;;CMP;CMP;NA;Compare r/m8 with r8.;;
CMP;m8/r8<>[ABCD]H;r8<>[ABCD]H;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX;3A;/r;;;Valid;N.E.;8086;;CMP;CMP;NA;Compare r/m8 with r8.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
CMP;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;3B;/r;;;Valid;Valid;8086;;CMP;CMP;NA;Compare r/m16 with r16.;;
CMP;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;3B;/r;;;Valid;Valid;8086;;CMP;CMP;NA;Compare r/m32 with r32.;;
CMP;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;3B;/r;;;Valid;N.E.;8086;;CMP;CMP;NA;Compare r/m64 with r64.;;
CMP;imm8;r8=AL;;;imm8;;;;;;3C;;;ib;Valid;Valid;8086;;CMP;CMP;NA;Compare imm8 with AL.;;
CMP;imm16;r16=AX;;;imm16;;;;;REX.W0;3D;;;iw;Valid;Valid;8086;Legacy66;CMP;CMP;NA;Compare imm16 with AX.;;
CMP;imm32;r64=RAX;;;imm32;;;;;REX.W;3D;;;id;Valid;N.E.;8086;;CMP;CMP;NA;Compare imm32 sign-extended to 64-bits with RAX.;;
CMP;imm32;r32=EAX;;;imm32;;;;;REX.W0;3D;;;id;Valid;Valid;8086;;CMP;CMP;NA;Compare imm32 with EAX.;;
CMP;imm8;m8/r8;;;imm8;ModRM:r/m (r, w);;;;;80;/7;;ib;Valid;Valid;8086;;CMP;CMP;NA;Compare imm8 with r/m8.;;
CMP;imm8;m8/r8<>[ABCD]H;;;imm8;ModRM:r/m (r, w);;;;REX;80;/7;;ib;Valid;N.E.;8086;;CMP;CMP;NA;Compare imm8 with r/m8.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
CMP;imm16;m16/r16;;;imm16;ModRM:r/m (r, w);;;;REX.W0;81;/7;;iw;Valid;Valid;8086;;CMP;CMP;NA;Compare imm16 with r/m16.;;
CMP;imm32;m32/r32;;;imm32;ModRM:r/m (r, w);;;;REX.W0;81;/7;;id;Valid;Valid;8086;;CMP;CMP;NA;Compare imm32 with r/m32.;;
CMP;imm32;m64/r64;;;imm32;ModRM:r/m (r, w);;;;REX.W;81;/7;;id;Valid;N.E.;8086;;CMP;CMP;NA;Compare imm32 sign-extended to 64-bits with r/m64.;;
CMP;imm8;m16/r16;;;imm8;ModRM:r/m (r, w);;;;REX.W0;83;/7;;ib;Valid;Valid;8086;;CMP;CMP;NA;Compare imm8 with r/m16.;;
CMP;imm8;m32/r32;;;imm8;ModRM:r/m (r, w);;;;REX.W0;83;/7;;ib;Valid;Valid;8086;;CMP;CMP;NA;Compare imm8 with r/m32.;;
CMP;imm8;m64/r64;;;imm8;ModRM:r/m (r, w);;;;REX.W;83;/7;;ib;Valid;N.E.;8086;;CMP;CMP;NA;Compare imm8 with r/m64.;;
CMPPD;imm8;xmm/m128;xmm;;imm8;ModRM:r/m (r);ModRM:reg (r, w);;66;REX.W0;0F C2;/r;;ib;Valid;Valid;SSE2;;CMPPD;CMP;NA;Compare packed double-precision floating-point values in xmm2/m128 and xmm1 using imm8 as comparison predicate.;;
CMPPS;imm8;xmm/m128;xmm;;imm8;ModRM:r/m (r);ModRM:reg (r, w);;;REX.W0;0F C2;/r;;ib;Valid;Valid;SSE;;CMPPS;CMP;NA;Compare packed single-precision floating-point values in xmm2/mem and xmm1 using imm8 as comparison predicate.;;
CMPS;m8=ES:(E)DI;m8=DS:(E)SI;;;;;;;;REX.W0;A6;;;;Valid;Valid;8086;;CMPS;CMP;NA;For legacy mode, compare byte at address DS:(E)SI with byte at address ES:(E)DI For 64-bit mode compare byte at address (R|E)SI to byte at address (R|E)DI. The status flags are set accordingly.;;
CMPS;m16=ES:(E)DI;m16=DS:(E)SI;;;;;;;;REX.W0;A7;;;;Valid;Valid;8086;;CMPS;CMP;NA;For legacy mode, compare word at address DS:(E)SI with word at address ES:(E)DI For 64-bit mode compare word at address (R|E)SI with word at address (R|E)DI. The status flags are set accordingly.;;
